id	filename	md5	size	state
dfc7216d-a42b-40a7-87fa-29b207fdcb66	TCGA-GN-A4U8-06Z-00-DX1.BD0E3D01-7FE9-40B6-9C80-63C83CB2E380.svs	451b90812e80d9bd24a69f99b6cd899c	2634576486	released
5f8f126b-d420-431a-b3d0-ddbedd3b9516	TCGA-GN-A267-01Z-00-DX1.6D5A4B3A-2A45-414A-B69D-D53265203017.svs	5448c542adfcedace8bb0b6c67908231	2920007589	released
38aa6a17-b44d-4e2d-a5b2-5ccb7ad2a298	TCGA-FS-A1ZM-06Z-00-DX2.084DE89E-6D04-494E-8001-5E02A94F93B9.svs	dbaa9c0bdbf934688b7e30073d8e0157	2883609095	released
8e910f03-522d-4df8-9cd3-2752daea17ad	TCGA-YD-A9TB-01Z-00-DX1.ADAE3D3D-6721-4378-87DB-46F086CF65B1.svs	1ab154c8dd8d23ac9c2690f63891ba56	2693201099	released
442bad98-85eb-454d-81e0-bbef1a46e635	TCGA-GN-A265-01Z-00-DX1.BE90A07C-D871-49EC-ADE6-74EFBDF86EF7.svs	8e382b1121f5d007b2876460d9256b16	2050699575	released
42e32ac7-a4ff-43ab-a2af-88f29a50d4a2	TCGA-ER-A19M-01Z-00-DX1.7136F73C-8013-4A84-80C9-A7C9191BEBF1.svs	183ce7080d68fc264d80aac7e3950983	2950208951	released
930d620c-24ae-4f3b-9dd5-01cb08735763	TCGA-ER-A2NH-01Z-00-DX1.8E2DEC74-D875-4420-B572-A462F1016CAB.svs	a360461a11c4e6b352da42bb6d5025d4	2808067591	released
1d1917e3-2ba1-4f08-ae5f-58f7560b7ff1	TCGA-2G-AAHT-01Z-00-DX1.DE84E5DC-5B76-426D-84C9-55C3A2FCC6EF.svs	21db555439559e7634140732d28aa48c	2352802380	released
08a6eb75-0c83-4c4d-bed2-c44b406fa1a3	TCGA-ZM-AA0H-01Z-00-DX1.E70133AE-ECF5-4DDC-96C1-AF6FEFE6FB96.svs	aa89c7c49ace9b3d721a8897bdd6fd8c	2046433873	released
2adb79e3-35c5-40a6-b8ae-d60ee8e2a966	TCGA-2G-AAH3-01Z-00-DX1.0016AC88-32F5-42C0-BC9E-90F409B130BF.svs	35ef2c9cdb99d4b68b7dbc07aae896e2	2521831992	released
5e1d2c32-418b-450d-a939-c4a8ae8856ac	TCGA-IB-AAUO-01Z-00-DX1.4970613D-F815-4FA1-B8BF-396007495ADA.svs	84b59a104b596098d668e7a55f1dbe16	2445575211	released
42fe37d8-0911-40a5-a84c-1da63271e95e	TCGA-2L-AAQA-01Z-00-DX1.F5FDD572-4689-437B-8721-2D750AAEBBDF.svs	a871a817139193bfc0a545fd90a1232b	3119076078	released
49611880-f137-48b4-a87a-5b5908b5c22f	TCGA-IB-A5ST-01Z-00-DX1.D594ABB6-4DC6-4778-91BF-C469F54A7DED.svs	6059d2810e07394f6b87e7cb6e79b3a9	1945756677	released
b74332d0-15bc-4657-8d83-958e7d7920d2	TCGA-XN-A8T5-01Z-00-DX1.317CFC78-4666-4F11-BCC4-B60F5E5EB78B.svs	658850029bd9ef38b069cf2158348127	2238660899	released
80475a4a-eb4b-41ff-8d25-ec5d569b14c1	TCGA-S6-A8JW-01Z-00-DX1.5E2CB65F-9CB4-43C8-8E58-462BB4F6CB8D.svs	e46cd1eb067e9a9d39ece351c81efe94	2369346939	released
d788f8df-fb5c-4ece-bf3b-619eb700b299	TCGA-XE-AANJ-01Z-00-DX1.1EEA6573-B215-4D3D-8A58-E6E5B7D385E9.svs	07fe804f74731162e3e66c8198142608	2416400601	released
19d17eb4-dcf3-4689-bece-c1d198eeb685	TCGA-XE-AAO6-01Z-00-DX1.C4176415-F3D2-4E37-88F9-59F7656AB5E6.svs	72b7ba468a33d7c180bee8cf6ba7356d	2019654921	released
06060fe0-e5b8-4dc1-b712-3dd5a686c706	TCGA-XE-AAO4-01Z-00-DX1.B5F0CD14-B974-422F-9729-BE48BC91D06D.svs	e67236e66132ad9b6611d90b13703d3d	3011211799	released
ca2c7c88-9a07-4852-b258-1f3d2b95be36	TCGA-IB-A7LX-01Z-00-DX1.4F89C037-AC3D-4F99-A82D-A5483A081422.svs	3824d08a9b733fc5bb97da087abe5598	2289414513	released
64ec0a7a-562b-4287-b50c-920c72285410	TCGA-IB-7897-01Z-00-DX1.86479ECF-CD39-4F98-9ADD-9E5235619570.svs	16c1f7f1c4474a9169f6618a5c6f02c3	2643367443	released
9aa83d09-fcb9-4b78-9e1b-c2dbdf13098a	TCGA-IB-A6UF-01Z-00-DX1.B5DE2588-B9C6-4F63-8784-A5599626D605.svs	bd7abc36f6ca0b29912a6b5d1538571d	2058907311	released
caa2c4ad-abf2-4a69-b570-dc2e6406c9ea	TCGA-G6-A8L8-01Z-00-DX1.32E022BA-9959-4E2F-9D9D-AEEB5B7E7E9F.svs	8ba15d6585342165fab14c3c4f2025d8	1857519329	released
c0440270-f33e-4f7e-b824-3f3463a875c4	TCGA-G6-A8L7-01Z-00-DX1.6EE9797B-5DBA-48D9-A62A-9C9791CC54AE.svs	78896f20bdc164bed0b3c69680679903	1745759691	released
a962e608-7248-4d14-81ec-9d324087925d	TCGA-6D-AA2E-01Z-00-DX1.81E7420E-9C8B-4076-A604-F2B2AD3340D5.svs	46a7223f2ba0cda41c5f64cacda64de0	1494232771	released
b888267e-24e0-4946-a09e-82db8f1d7d13	TCGA-BS-A0V4-01Z-00-DX1.7782C888-31D9-4D99-8B61-56CB525B2718.svs	eb6d6d00374971dcd18f81ef2082ca3e	2761285169	released
07110cb3-30a8-4d77-8e36-bb545ffe1ace	TCGA-AX-A060-01Z-00-DX2.24E305A1-4F4D-42DF-ABBF-1CE6ADCE4FA5.svs	2f7ddf5be52c5ba4aa8197ccc2e53717	2547171806	released
aa3ee406-6311-4f9a-813c-c5e49e64ae79	TCGA-BS-A0TA-01Z-00-DX1.7D482D06-2D30-4C64-9265-C596FDE1B88F.svs	22143f54401f29fea63216dd4ff13749	2871946217	released
1c805bc7-e339-4849-b46b-018c5fd10fdc	TCGA-B8-A54F-01Z-00-DX1.7C46D299-64F5-42C0-8226-A1AB4FF5C879.svs	da837c76032549c6c9a62b1047dce739	1697443720	released
7fd83f2d-0ce1-4b4c-aa32-beeada06188b	TCGA-AX-A1CP-01Z-00-DX1.48F69A91-A977-42AB-A102-1FEF5A506180.svs	ac40c68c74c861f83b5a0883858443e0	2405507898	released
e007a901-686f-484b-bb29-5dc9817a75bf	TCGA-AX-A05S-01Z-00-DX1.2C0EC24F-086C-4C96-9955-676D43996443.svs	8927ee7cb8d3da855ddd3f9324d2048f	1913864016	released
09952786-c688-4a97-96ef-c6607af9236c	TCGA-DI-A1BY-01Z-00-DX1.0ED757BE-AE66-442C-B3A1-5428C050D044.svs	b02ad52b76fd682948fc06aacde6a157	2254020941	released
9245eabf-52ba-4a27-8cf6-55ebd2a9d670	TCGA-CZ-5460-01Z-00-DX1.369e0c80-f187-4e65-bf6b-e6e088fcc895.svs	4575c1904fab17a794ed1155e46816c3	1681951643	released
66585b8f-a69b-47bc-87ff-39598642354d	TCGA-CJ-4881-01Z-00-DX1.4B82DB9B-4A2B-47D4-8663-8AD218E3644A.svs	f30cd239ff22cc51c0b215bcf13ed155	1846353103	released
d5c2d833-7b07-4ab8-8a99-0edb40133387	TCGA-FY-A3NN-01Z-00-DX1.05A99BEA-DCB0-4358-8AF7-CC49ED8F71E1.svs	191f7fb89cfb003daf9e2f1e9d28e673	2495382452	released
22f84425-e634-4b74-8f5d-e4995190c8b8	TCGA-ET-A3DU-01Z-00-DX1.74661B7D-CB4A-42B4-983A-43BCD7B89D95.svs	93c2a38f3f95ac3fb629c33933d1d35c	2419307301	released
60b7d8ef-d8cb-47d3-8f60-299c8c38cc69	TCGA-ET-A25G-01Z-00-DX1.379CE9E3-B8D5-4685-80F0-CF09389187B5.svs	527ad39070f80922bcaf140c21148714	2176040025	released
0f7d92aa-ed58-44a3-8870-687611cef709	TCGA-IM-A420-01Z-00-DX1.B7087DD3-2A65-44A3-A814-5C7826690740.svs	37fcd69fff2a4e58e66ff9bb9553dc3b	2254340481	released
448cc762-8f01-4d09-999f-0aac3b291790	TCGA-4C-A93U-01Z-00-DX2.15B0C115-43F2-415E-AB24-315635E655AA.svs	a3e3499965b4219d3b6823d6aef41036	2561812783	released
36527b0f-7083-4984-9b4b-f44e138806cf	TCGA-BJ-A0Z2-01Z-00-DX1.A3B544CF-A1DE-4887-9CBA-69EE3486CDFD.svs	4b082bb754f396f72de637dfe14afd1b	1804572041	released
b62958a2-2e01-45c1-bead-529315539c22	TCGA-JY-A6FE-01Z-00-DX1.BB3951AD-AA8D-4B2A-86E5-E0C4AA90E7AC.svs	9cde75720c507be4cbdf5209ccdf2b72	2054300654	released
3016e7b9-5227-4791-99e6-0922b11732f0	TCGA-VR-A8Q7-01Z-00-DX1.A85EC6C9-A5F4-4497-BFA0-9FE10A0E9A37.svs	2af30027dd135206f74cc36d8a7b3216	2078533131	released
79878eb5-e1f5-4da6-bef9-3400e21e8408	TCGA-VR-AA7I-01Z-00-DX1.E6041279-0D79-4CDE-B983-44158247726D.svs	054234c54791563df35aeee0dc3aea51	2479252907	released
1bb2b3ae-a04c-407e-a7f3-5f5250634978	TCGA-JY-A6FB-01Z-00-DX1.8BCAB739-0AEE-41C1-B45B-07C615677DBB.svs	59d06b653d3fae1312d9e4a4b711a4a2	2172083786	released
94fd228c-24c6-421c-a575-25c105d98b97	TCGA-VR-A8EP-01Z-00-DX1.90476E9D-D574-4559-A07E-B360360902C6.svs	d45f6e20b0f0efa9daf54e7f14a3d234	2034361473	released
314039ec-79b3-4ba2-9144-f595177b0af1	TCGA-L5-A4OI-01Z-00-DX1.1F7F53B3-17E7-48D2-AF41-51694EEB14F7.svs	81d451e4c69bfd3a483c0a8b604d27f6	2229825429	released
45781ab8-433d-43d7-bba7-cca54a3400f4	TCGA-VR-A8ER-01Z-00-DX1.E0C2826D-B269-4F75-B6CF-CAEA9D1D8F38.svs	d29bc08da461caf57c13306e8f517068	2115875315	released
2a7d579e-d730-4bd6-bb1e-1bd5a61c1f78	TCGA-25-1630-01Z-00-DX1.75C53351-1511-4CCE-97AC-1650010AC568.svs	c29d13c2189ed585c49f87e8940c96a9	2630508006	released
9bf353e2-3aff-4c0c-b666-b56045450bcd	TCGA-25-1322-01Z-00-DX1.20DA1932-908F-44E5-B2F2-43E41E06165B.svs	65a90daccbf42ccffcb0a376f445967a	3846321624	released
9e52db57-7c16-4815-b068-f5fb0721d05e	TCGA-25-1314-01Z-00-DX1.E01C2237-E2D6-4D84-9FB4-624734F30375.svs	2cdcf159fd5fb37b0edfbcc603d94cc4	2993836380	released
d1a7e4c8-0d91-46df-89cc-1db7f22bfd75	TCGA-25-1320-01Z-00-DX1.30C154CE-C75B-4815-BF05-7D011B761993.svs	3676956389b7df838d88431a65f5e252	4056272902	released
06bf471f-a488-4506-bc45-96e7e466bb85	TCGA-4Z-AA89-01Z-00-DX1.6DD89FC0-A062-41F1-AED3-FF8975FAADF3.svs	c7fb14ab81254e889722cf2f5bc0b1f1	2223713849	released
